,Artist,Description,venue,Date,price,videos
110,Jawbone,"THIS SHOW IS TAKING PLACE AT OUR ALTERNATIVE HOME FOR THE EVENING, THE WATER RATS, 328 Grays Inn Rd, Kings Cross, WC1X 8BZJAWBONE: Beginning as a collaboration between established solo artists Paddy Milner (keyboards, vocals) and Marcus Bonfanti (guitar, vocals), the band was soon joined by the renowned rhythm section of Rex Horan (bass, vocals) and Evan Jenkins (drums, percussion). Jawbone have quickly become a band with a unique sound, focused on delivering strong songs.Jawbone are all highly respected musicians in the industry. They have played with Tom Jones, Eric Clapton, Jack Bruce, Ten Years After, Van Morrison Robert Plant, Dave Gilmour, Seth Lakeman, Cliff Richard, Ginger Baker, Ronnie Wood, Shuggie Otis, Laura Marling, James Hunter, Phil Manzanera, Garth Hudson, Jimmy Carl Black – and that’s just scratching the surface!Named after a song taken from The Band’s self-titled 1969 second album, Jawbone tracked their debut album live as a four piece with minimal overdubs at London’s State of The Ark Studio using the famous EMI desk originally installed in the Pathé Marconi studios in Paris. The distinctive voices of Paddy Milner and Marcus Bonfanti compliment and contrast throughout the songs as they share lead vocal duties on the album. Rex Horan’s searing falsetto vocals create the three-part harmony that has become a hallmark of the Jawbone sound.Taking influences from Little Feat, The Band, The Rolling Stones and Crosby, Stills Nash & Young but also mixing it with the eclectic musical backgrounds that each member brings, allows Jawbone to create a very fresh take on rock’n’roll.“What a belting night at the O2 Academy 2 last night. Jawbone were simply Superb” Music News
“Jawbone make a significant splash as a brand new song-driven roots rock band of the highest order.” Get Ready To Rock
“With a robust and resolute voice, chippity chop piano, slurs of organ and some punchy horns. This is ensemble rock ‘n’ roll at its finest.” Rawramp",THE WATER RATS,Wed 16th October 8:00pm,£ 15.00,"['https://www.youtube.com/embed/Cp0oTT3isPU', 'https://www.youtube.com/embed/Cp0oTT3isPU', 'https://www.youtube.com/embed/Cp0oTT3isPU', 'https://www.youtube.com/embed/Cp0oTT3isPU', 'https://www.youtube.com/embed/Cp0oTT3isPU', 'https://www.youtube.com/embed/Cp0oTT3isPU', 'https://www.youtube.com/embed/Cp0oTT3isPU']"
111,Katy Kirby,"Folklore presents… KATY KIRBY“Kirby strikes a perfect lyrical density served up on a platter of sweet, driving indie-rock.”—The Wild Honey Pie“Folk-suffused indie pop songs that are equal parts positive and melancholy, rich with the evocative scent of the past like a warm breeze off the desert.”— Various Small FlamesShe has just released her 3-song Juniper EP last fall and she’s currently finishing her debut album. ",THE BASEMENT BAR,Wed 16th October 8:00pm,£ 10.00,"['https://www.youtube.com/embed/9gYdY2pCqwA', 'https://www.youtube.com/embed/9gYdY2pCqwA', 'https://www.youtube.com/embed/9gYdY2pCqwA', 'https://www.youtube.com/embed/9gYdY2pCqwA', 'https://www.youtube.com/embed/9gYdY2pCqwA', 'https://www.youtube.com/embed/9gYdY2pCqwA']"
112,Tommy Hare,"Roundtable Collective presents…TOMMY HAREIt’s been my life’s work mastering the great American musical traditions of blues, rock & roll, country and soul. In pursuit of this goal, I’ve had the privilege of performing to audiences all over the world and alongside some of my heroes.You can come and see me do my thing with a host of great musicians, where we hope to touch some of the magic of old with the classics and make a little of our own with original material.Tommy With support from DOM GLYNNHailing from Birmingham, UK, singer-songwriter Dom Glynn cut his teeth in the midlands making a name for himself as a troubadour marked by an arresting honest. His song-writing draws clear inspiration from the likes of Folk and Blues legends Bob Dylan, Rory Gallagher and Townes Van Zandt. Songs, which in taking on a thematic focus of religion an existential frustration, drive the emotional roller-coaster to braver depths, leaving some audience members questioning their reality. His debut E.P. ‘Waster’s Blues’ drops August 9th via Spiritual Records.",GREEN NOTE,Wed 16th October 8:30pm,£ 10.00,"['https://www.youtube.com/embed/NwB4FW5RbsY', 'https://www.youtube.com/embed/Y7AE7QxM8JQ', 'https://www.youtube.com/embed/NwB4FW5RbsY', 'https://www.youtube.com/embed/Y7AE7QxM8JQ', 'https://www.youtube.com/embed/NwB4FW5RbsY', 'https://www.youtube.com/embed/Y7AE7QxM8JQ', 'https://www.youtube.com/embed/NwB4FW5RbsY', 'https://www.youtube.com/embed/Y7AE7QxM8JQ', 'https://www.youtube.com/embed/NwB4FW5RbsY', 'https://www.youtube.com/embed/Y7AE7QxM8JQ', 'https://www.youtube.com/embed/NwB4FW5RbsY', 'https://www.youtube.com/embed/Y7AE7QxM8JQ', 'https://www.youtube.com/embed/NwB4FW5RbsY', 'https://www.youtube.com/embed/Y7AE7QxM8JQ', 'https://www.youtube.com/embed/NwB4FW5RbsY', 'https://www.youtube.com/embed/Y7AE7QxM8JQ', 'https://www.youtube.com/embed/NwB4FW5RbsY', 'https://www.youtube.com/embed/Y7AE7QxM8JQ', 'https://www.youtube.com/embed/NwB4FW5RbsY', 'https://www.youtube.com/embed/Y7AE7QxM8JQ']"
113,Baskery,"THIS EVENT IS TAKING PLACE AT OUR ALTERNATIVE HOME FOR THE NIGHT, THE OLD QUEENS HEAD: 44 Essex Rd, London N1 8LNBASKERY: The three sisters can’t recall when or why they started playing, the music’s always just been there. In their late teens, the sisters joined forces with their dad, who for decades was a one man band playing old blues and country tunes for a living.This foundation of classic “roots music and Americana” settled in their hearts, but also awoke the urge of breaking the rules of traditional music. Baskery is a band built on what three people can do together and it’s all about turning the music on its head, blending the straightforwardness of punk with the subtlety of singer/ songwriting.The first album, “Fall Among Thieves” (2008) was recorded in Stockholm, co-produced by Lasse Mårtén (Pink, ‘Peter, Bjorn and John’, Kelly Clarkson, Lykke Li, Primal Scream ). “New Friends” (2011) the follow up, the band referred to it as the “gypsy album” since it was mainly tracked on the road in various hotel rooms and band apartments, then mixed in Berlin by Blackpete (Depeche Mode, Joe Jackson, Peter Fox). As a contrast to the first two albums which took several months to make, the third one “Little Wild Life” (2013) was recorded during ten days in an old dance studio converted to a studio in former east Berlin, co-produced by Matt Wignall (Cold War Kids, J. Roddy Walston, Wargirl).All three albums received great acclaim by the press and are released in numerous countries. The releases in combination with relentless touring have given the band a reputation as one of the music scene’s most noticeable live acts.In early 2014 the band started working with Kobalt Music Publishing which lead to collaborations with high-profile songwriters such as Billy Steinberg (Madonna, The Bangles, (Cyndi Lauper), Joe Henry (John Denver) and Jimmy Harry (Madonna, Pink, Kelly Clarkson, Britney Spears) and Lincoln Parish (Cage the Elephant).Since the very beginning of Baskery the sisters have guarded their independence but when approached by Dan McCarroll (President and A&R) at Warner Music , they felt intrigued to break their indie tradition and make their next record on a major label. In August 2014 they signed a world wide recording deal with Warner Bros Music (Los Angeles). Baskery is one of few Swedish acts to get signed directly to a US majorAbout Baskery www.baskeryband.comrecord company. The recordings the made under the term came out as a full length album ”Coyote & Sirens” in October 2018, produced and engineered by Andrew Dawson (Kanye West, Rolling Stones, f.u.n, The Revivalists).In 2015 the sisters were invited to join legendary artist Robbie Williams as opener and special guests on his arena-tour throughout Europe. Later the same year they also toured the US with Gary Clark Jr and Brandi Carlile2017 and 2018 were both equally busy with multiple international tours, including appearances at Bonnaroo, Newport Folk Festival, Arroyo Seco, UtopiaFest and Bottlerock alongside artists like Tom Petty & the Heartbreakers, Red Hot Chili Peppers, Alabama Shakes, Dr John, Mumford and Sons, The Meters, The Avett Brothers and more..",OLD QUEEN'S HEAD,Thu 17th October 8:00pm,£ 14.00,"['https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed', 'https://www.youtube.com/embed/2Nz64WS_edk', 'https://www.youtube.com/embed/q7rL9vc3Jpk?feature=oembed']"
114,Adam Beattie,"New Roots presents… acclaimed folk-roots Scottish troubadour ADAM BEATTIE (‘incredibly beautiful’ Mary Ann Hobbs, BBC Radio 2) and band, plus support from traditional singer DOMINIE HOOPER. London-based Scottish singer-songwriter and multi-instrumentalist ADAM BEATTIE’s roots in Scottish folk music and as a lifelong interest in old time jazz, blues and other folk styles inform his genre-spanning roots style. With four albums spanning a 16 year career, he has played opening shows for many of his musical heroes; Bert Jansch, Jolie Holland and Sean Hayes, has collaborated on guitar and bass with Brooke Sharkey, Scott Hirsch and Micheal Chapman, and has recently joined Rough Trade signings PicaPica, featuring singers Josienne Clarke and Samantha Whates and Grammy, Mercury and MOBO nominated producer/engineer Sonny Johns.Adam is also part of Band of Burns, 12-piece band of singers and instrumentalists featuring many of the leading talents in UK and Irish folk (Riognach Connolly – The Breath/ Honeyfeet – John Langan & Alastair Caplin – The Langan Band, Dila Varder – Dila & The Oddbeats and more..) , contributing interpretations of Robert Burns songs as well as original compositions. In 2018 Band of Burns played Celtic Connectionsin Glasgow on burns night at The Old Fruitmarket, and London’s iconic Union Chapel as part of a UK-wide tour. This concert sees him previewing songs from his upcoming fifth album, with a band of piano, bass clarinet, guitar and additional vocals.‘Incredibly Beautiful’ – Mary Anne Hobbs, BBC RADIO 6 MUSIC‘A great ear for melody and a natural talent for lyric writing’ – Bruce MacGregor, BBC RADIO SCOTLAND‘Carefully crafted, gently affecting songwriting with a dark twist’ – Roddy Hart, BBC RADIO SCOTLAND Support comes from singer, composer, performer and musician DOMINIE HOOPER. Dominie is member of multi-national folk line-up Band of Burns., a much respected session and on-stage musician and singer, and a multi-discipline collaborator on a variety of music and theatre projects. Her EP ‘Lungfull’ features contributions from Ellis Davies, Ríoghnach Connolly (The Breath), Angus Fairbairn (Alabaster Deplume), and Phil Howley. She has recently formed a traditional English folk duo fellow folk musician Nick Hart.
 NEW ROOTS is committed to promoting events that shine a light on up and coming talent in the UK alt-folk scene. It’s committed to providing artists with an environment that is sympathetic to what they do, giving musicians the respect they and their music deserves – for this reason we ask for no talking and no use of mobile phones while artists are performing. Our music policy comes from the kitchen table, the roots of public performance- intimate, acoustic based, high quality musicianship with as little interference between performer and listener as possible.Listen to New Roots Radio here.",GREEN NOTE,Thu 17th October 8:30pm,£ 10.00,"['https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE', 'https://www.youtube.com/embed/d2mecwEwl68', 'https://www.youtube.com/embed/-td95iJ80XE']"
115,Vimala Rowe,"VIMALA: Songs from 30’s and 40’s – Ella Fitzgerald, Billie Holiday with a modern vibe of appreciation and a couple of originals too… With the soulful vocals of Vimala, and jazz piano accompaniment.“A wonderful singer with a passionate delivery which completely captures the audience ” – John Etheridge, Guitarist
“A captivating and seemingly effortless soulful voice” – Justin Wilkes, KISS FM ",THE BASEMENT BAR,Fri 20th September 8:00pm,£ 10.00,"['https://www.youtube.com/embed/iAktc_huPiU', 'https://www.youtube.com/embed/iAktc_huPiU', 'https://www.youtube.com/embed/iAktc_huPiU', 'https://www.youtube.com/embed/iAktc_huPiU']"
116,HEARD Collective,"HEARD COLLECTIVEFeaturing Charlotte Campbell, Simeon Hammond Dallas and co-founders Daisy Chute and Cerian.An all-female collective promoting and supporting women in music return to the Green Note after their sell-out show last spring. They will feature two new HEARD members from the London independent music scene – the supremely talented singer-songwriters Charlotte Campbell and Simeon Hammond Dallas. Expect heartfelt lyrics, soaring melodies, vocal harmonies galore and their usual array of musical instruments including guitar, harp and banjo.More about the artists…CHARLOTTE CAMPBELL has made a name for herself as a London street musician, charming the ears of locals and tourists alike. Through glorious summers and bitterly cold winters, she can be found sharing her original music with crowds along the Southbank.While she still enjoys busking, Charlotte has built a worldwide fanbase through her regular street gigs and subsequently tours regularly in venues in the UK, Germany and Switzerland. As well as taking the stage at various music festivals including Glastonbury. Having released 3 albums worth of original songs, her music is being heard all over; her most recent single “Nothing” has been playlisted in Caffe Nero stores across the country.SIMEON HAMMOND DALLAS is a singer-songwriter from London’s Camden Town. An overactive mind and a desire to live a life like a travel montage from a rom-com provide the inspiration for her music; a folky bluesy country-soul amalgamation. An enemy of dichotomy, her music is soft and vulnerable while packing a punch at the same time.” DAISY CHUTE is a folk songstress and multi-instrumentalist and regular on the London music scene. Represented by Talentbanq and an award-winning artist, Daisy came first in the Coffee Music Project singer-songwriter competition with her song ‘London’s on Fire’ and her 3 most recent singles are being played in over 600 stores worldwide in Caffe Nero. Daisy has been busy performing both in the UK and abroad with tours to America and festival appearances including Glastonbury and Cornbury. One of Paul Sexton’s ‘top music tips’, Daisy’s music has been compared to Simon and Garfunkel and Joni Mitchell (BBC Radio Kent).“Beautiful, exquisite melodies, insightful lyrics and a wealth of wonderful musicality makes Daisy an artist that is destined for great things..” (Soho Radio) CERIAN – Described as “the purest voice on radio” (BBC) and selected as one of Music Republic Magazine’s “ones to watch” in 2019, London singer-songwriter, Cerian, is a multi-instrumentalist described as a cross between Kate Bush, Joni Mitchell and London Grammar, weaving together soaring melodic vocals and rich harmony with poetic lyrics. Having sung with the likes of U2, Radiohead, Thom Yorke, Sam Smith, Imogen Heap and Charlotte Church, she is now taking on the world with her own brand of contemporary dark ethereal folk-pop. Having already released two singles to critical acclaim, her latest single “Caught in the Dark” has already garnered glowing reviews and BBC Radio play, and is the title track of her debut EP, to be released later this year.",GREEN NOTE,Fri 18th October 8:30pm,£ 10.00,"['https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY', 'https://www.youtube.com/embed/2Np2-Pn4DZY', 'https://www.youtube.com/embed/V3IOqy55RMY']"
117,David Broad,"DAVID BROAD: David’s playing is seeped in the tradition of American folk and blues guitar, from the rags of Blind Blake and Reverend Gary Davis, to the delta blues of Robert Johnson and Charley Patton. He is also an accomplished harmonica player in the country blues tradition of Sonny Boy Williamson I and Sonny Terry.His involvement with the Lindy Hop scene nudged him in the direction of early jazz and swing, but the standards Louis Armstrong may have sung still posses a rural quality. He cut his teeth playing in country and folk bands and will still play the odd bluegrass number if the feeling takes him.His reworking of traditional songs breathes new life into well worn standards and his original compositions the give a nod to the rootsy side of Bob Dylan, Leonard Cohen and Townes Van Zandt.",THE BASEMENT BAR,Sat 19th October 8:00pm,£ 10.00,"['https://www.youtube.com/embed/tuIq8SiCKYM', 'https://www.youtube.com/embed/D0U2l6_8KkA', 'https://www.youtube.com/embed/tuIq8SiCKYM', 'https://www.youtube.com/embed/D0U2l6_8KkA', 'https://www.youtube.com/embed/tuIq8SiCKYM', 'https://www.youtube.com/embed/D0U2l6_8KkA', 'https://www.youtube.com/embed/tuIq8SiCKYM', 'https://www.youtube.com/embed/D0U2l6_8KkA', 'https://www.youtube.com/embed/tuIq8SiCKYM', 'https://www.youtube.com/embed/D0U2l6_8KkA']"
118,JD & The Electro-Tones,,GREEN NOTE,Sat 19th October 8:30pm,£ 10.00,"['https://www.youtube.com/embed/orCiQjicewE', 'https://www.youtube.com/embed/kAN9zhYomlA', 'https://www.youtube.com/embed/orCiQjicewE', 'https://www.youtube.com/embed/kAN9zhYomlA']"
119,Michele & Romeo Stodart present…,"Following the resounding success of their residency at Green Note over the past three years, Mercury Prize nominees THE MAGIC NUMBERS‘ brother and sister Romeo and Michele Stodart, return to host another series of dates, featuring special guests and friends that they’ve played with over the years…The evening will feature performances from the hosts themselves, who sometimes find themselves collaborating with their guests, injecting a spontaneous energy to the stage.The night’s line up is always kept like a naughty little secret until the doors are opened. Last year featured some incredible songwriters, musicians and performers such as Kathryn Williams, McAlmont & Butler, Sam Amidon, Ren Harvieu, Emily Barker, Luke Haines, David Kitt, Josh Kumra, David Ford, Polly Paulusma, Penelope Isles, The Goat Roper Rodeo Band and many many more!There’s nothing quite like this absolute Love In of a night… it usually sells out in advance, so we recommend buying your tickets NOW!For more information about The Magic Numbers and their latest album release click here.  ——————————————————————————",GREEN NOTE,Thu 12th September 8:30pm,£ 12.00,"['https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk']"
120,Ned Roberts – Album Launch,"** PLEASE NOTE: This show will take place at our alternative home for the evening: THE SLAUGHTERED LAMB, 34-35 Great Sutton Street, Clerkenwell, London EC1V 0DX. Doors open 7.30pm. Music starts 8pm. **Green Note and New Roots present…Ned Roberts – Album Launch… Featuring Special Guest Michele Stodart.DREAM SWEETHEART is NED ROBERTS’ third album, and his third with producer Luther Russell (Richmond Fontaine, Fabiano do Nascimento, Sarabeth Tucek), recorded in Los Angeles in Electrosound Studios. His eponymous debut was a predominantly solo affair, and garnered significant national press, notably in UNCUT and The Guardian. The second, Outside My Mind, added an Americana expanse to the folk foundations of his debut, cutting live to tape to create a warm, spacious sound. It was released to wide acclaim on Aveline Records in 2017 (Ani Difranco, Ruth Theodore), and played across BBC 6Music and BBC Radio Scotland. DREAM SWEETHEART builds further on this creative dynamic. With ten days in the studio, and working from simple acoustic demos, the ethos of the record was one of invention and spontaneity. The copper pan loops on Slower than the Sea, the train/rain soundtrack to Stay A Little Longer, the late night recording of cicadas that accompanies Miles Between – these are just a sample of the soundscapes that resulted from staying open and alive to the possibilities each song suggested, whilst keeping Ned’s voice front and centre.Ned has toured widely around the UK. He attained a much sought after support tour with celebrated US songwriter Anais Mitchell, and has also supported the likes of Joe Pug, Micah P. Hinson, The Delines, Sam Morrow, and The Stray Birds. He has toured the West Coast of the US, and recently embarked on a 10 date tour of Germany, as well as gigs in France, Spain and Italy.DREAM SWEETHEART will be released on October 21st on Aveline Records, with a UK tour in November.",THE SLAUGHTERED LAMB,Mon 21st October 8:00pm,£ 12.00,"['https://www.youtube.com/embed/Jaz32f5cx6w', 'https://www.youtube.com/embed/Jaz32f5cx6w', 'https://www.youtube.com/embed/Jaz32f5cx6w', 'https://www.youtube.com/embed/Jaz32f5cx6w', 'https://www.youtube.com/embed/Jaz32f5cx6w', 'https://www.youtube.com/embed/Jaz32f5cx6w', 'https://www.youtube.com/embed/Jaz32f5cx6w']"
121,Said The Maiden,"Presented by… Said The Maiden are an award winning female folk trio from leafy Hertfordshire, singing traditional songs about love, loss, death, soldiers and sailors.After the departure of violin player, Hannah Elizabeth, at the end of 2018 Said the Maiden have regrouped and relaunched with new member, Minnie Birch.With their trademark three part harmonies and intricate guitar, woodwind, dulcimer and banjo, Said the Maiden sing songs of love, loss, sailors, soldiers and child eating witches. 2019 is set to be an exciting year for the group, who are back in earnest, with new songs and a sound that is bigger and better than ever",GREEN NOTE,Mon 21st October 8:30pm,£ 10.00,"['https://www.youtube.com/embed/Ivjae4g6Wao', 'https://www.youtube.com/embed/Ivjae4g6Wao', 'https://www.youtube.com/embed/Ivjae4g6Wao', 'https://www.youtube.com/embed/Ivjae4g6Wao']"
122,Kirsty McGee & Ben Bedford,"A couple of years ago, at 3 in the morning, two songwriters collided in a seventh floor corridor at the Crown Westin Hotel, Kansas City Missouri. One was noticeable for his large beard and the other was a woman carrying a saw. This year, for the first time and for a limited run of shows, these two artists Kirsty McGee (UK) and Ben Bedford (US) will be touring and collaborating together.Ben Bedford
For 12 years, since the release of his first album, Bedford has toured his vivid, stark tales across America, Europe and beyond. A true son of the heartland, Bedford dips into the deep inkwell of classic American literature and writes with the ‘old soul’ quality of his literary idols, such as John Steinbeck and Toni Morrison. Living with his cat Darwin in an old farmhouse on the edge of a prarie in Illinois, Ben’s soft-voiced poetry and captivating guitar work has led to him being compared to such luminaries as Townes Van Zandt, Bob Dylan and John Prine.   Last year, his highly acclaimed 5th album The Hermit’s Spyglass was released and he was named one of the six Kerrville New Folk winners at the Kerrville Folk Festival in Texas.2018 Kerrville New Folk Winner
“Certainly one of the best young singer songwriters working today.”  Rob Adams, The Herald, ScotlandKirsty McGee
Sharing Bedford’s literary leanings and with a voice that has been described as having the texture of ‘smoke and velvet’ Kirsty McGee has created a unique songbook, drawing on old vinyl blues, gospel, ’30s jazz, Brechtian ballads and Brill Building sensibilities…. An innate curiousity, a DIY ethic and an abiding love of the Great American Songbook, have taken her from Odessa to Nashville, and from the Mojave Desert to arctic Norway. In 2013 her song Sandman was featured on UK filmmaker Danny Boyle’s movie Trance & tweeted about by Emma Watson. In seventeen years on the road, she has toured in 11 countries, peddling her skewed but romantic ‘hobopop’ (music without a genre) to anyone who’ll listen. McGee’s 8th album, part inspired by the Cole Porter songbook, will come out in October 2019.“Haunting, stimulating but always genre-defying…a level of lyrical insight and timeless imagery that belies its 21st century creation…A film-noir album of blues, jazz, folk and retro shuffles. Classy.” **** R2  ",GREEN NOTE,Tue 22nd October 8:30pm,£ 12.00,"['https://www.youtube.com/embed/IzsESnb1S6Q?feature=oembed', 'https://www.youtube.com/embed/g-RkjYbkbS8?feature=oembed', 'https://www.youtube.com/embed/vyhIVPKOpgs?feature=oembed', 'https://www.youtube.com/embed/IzsESnb1S6Q?feature=oembed', 'https://www.youtube.com/embed/g-RkjYbkbS8?feature=oembed', 'https://www.youtube.com/embed/vyhIVPKOpgs?feature=oembed', 'https://www.youtube.com/embed/IzsESnb1S6Q?feature=oembed', 'https://www.youtube.com/embed/g-RkjYbkbS8?feature=oembed', 'https://www.youtube.com/embed/vyhIVPKOpgs?feature=oembed', 'https://www.youtube.com/embed/IzsESnb1S6Q?feature=oembed', 'https://www.youtube.com/embed/g-RkjYbkbS8?feature=oembed', 'https://www.youtube.com/embed/vyhIVPKOpgs?feature=oembed', 'https://www.youtube.com/embed/IzsESnb1S6Q?feature=oembed', 'https://www.youtube.com/embed/g-RkjYbkbS8?feature=oembed', 'https://www.youtube.com/embed/vyhIVPKOpgs?feature=oembed', 'https://www.youtube.com/embed/IzsESnb1S6Q?feature=oembed', 'https://www.youtube.com/embed/g-RkjYbkbS8?feature=oembed', 'https://www.youtube.com/embed/vyhIVPKOpgs?feature=oembed', 'https://www.youtube.com/embed/IzsESnb1S6Q?feature=oembed', 'https://www.youtube.com/embed/g-RkjYbkbS8?feature=oembed', 'https://www.youtube.com/embed/vyhIVPKOpgs?feature=oembed']"
123,Track Dogs,"THIS SHOW IS TAKING PLACE AT OUR ALTERNATIVE HOME FOR THE EVENING, 
ACES & EIGHTS, 156-158 Fortess Road, NW5 2HPTRACK DOGS: Sun-shiny songs thriving on dark themes behind irresistible rhythms. Track Dogs are a four piece based in Madrid but hail from Ireland, the US and UK. Made up of two Irishmen, an Englishman and an American the band came together in 2011 to create their unique brand of acoustic music -a veritable 4 x 4 of voices and instruments identified by the fusion of styles which include folk, Latino, Americana, bluegrass and, dare we say it…pop. Four-part harmonies that steal the show.",ACES & EIGHTS,Wed 23rd October 8:00pm,£ 13.00,"['https://www.youtube.com/embed/Q6ohMHdNqY0?feature=oembed', 'https://www.youtube.com/embed/Q6ohMHdNqY0?feature=oembed']"
